"","Program","Year","Period","State","State.ANSI","Fruit","crop_type","Totals","Fresh Market","Process Market","Metric","Domain","Domain.Category","Value","CV...."
"267","CENSUS",2019,"YEAR","ARIZONA",4,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"268","CENSUS",2019,"YEAR","ARIZONA",4,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"269","CENSUS",2019,"YEAR","ARIZONA",4,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"270","CENSUS",2019,"YEAR","ARIZONA",4,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"271","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","174","8"
"272","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,384,735","30.4"
"273","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","300,277,717","33.1"
"274","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,384,016","30.4"
"275","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","170","8"
"276","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","275,716,713","35.5"
"277","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,177,214","33.7"
"278","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","15","39.7"
"279","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","24,561,004","68.3"
"280","CENSUS",2019,"YEAR","CALIFORNIA",6,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","206,802","49.3"
"281","CENSUS",2019,"YEAR","COLORADO",8,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.2"
"282","CENSUS",2019,"YEAR","COLORADO",8,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62","52.1"
"283","CENSUS",2019,"YEAR","COLORADO",8,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31,000","59.1"
"284","CENSUS",2019,"YEAR","COLORADO",8,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62","52.1"
"285","CENSUS",2019,"YEAR","COLORADO",8,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","47.2"
"286","CENSUS",2019,"YEAR","COLORADO",8,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","31,000","59.1"
"287","CENSUS",2019,"YEAR","COLORADO",8,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62","52.1"
"288","CENSUS",2019,"YEAR","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","15.7"
"289","CENSUS",2019,"YEAR","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","181","33.3"
"290","CENSUS",2019,"YEAR","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32,164","35.4"
"291","CENSUS",2019,"YEAR","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","177","33.4"
"292","CENSUS",2019,"YEAR","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","11","15.7"
"293","CENSUS",2019,"YEAR","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32,164","36"
"294","CENSUS",2019,"YEAR","CONNECTICUT",9,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","177","33.8"
"295","CENSUS",2019,"YEAR","FLORIDA",12,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","30.4"
"296","CENSUS",2019,"YEAR","FLORIDA",12,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","59,905","76.3"
"297","CENSUS",2019,"YEAR","FLORIDA",12,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","15,055,709","83.4"
"298","CENSUS",2019,"YEAR","FLORIDA",12,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","59,905","76.3"
"299","CENSUS",2019,"YEAR","FLORIDA",12,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","30.4"
"300","CENSUS",2019,"YEAR","FLORIDA",12,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","15,055,709","83.4"
"301","CENSUS",2019,"YEAR","FLORIDA",12,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","59,905","76.3"
"302","CENSUS",2019,"YEAR","GEORGIA",13,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","30.4"
"303","CENSUS",2019,"YEAR","GEORGIA",13,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,309","76.3"
"304","CENSUS",2019,"YEAR","GEORGIA",13,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"305","CENSUS",2019,"YEAR","GEORGIA",13,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,309","76.3"
"306","CENSUS",2019,"YEAR","GEORGIA",13,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","30.4"
"307","CENSUS",2019,"YEAR","GEORGIA",13,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"308","CENSUS",2019,"YEAR","GEORGIA",13,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1,309","76.3"
"309","CENSUS",2019,"YEAR","IDAHO",16,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6","42.5"
"310","CENSUS",2019,"YEAR","IDAHO",16,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","100","(H)"
"311","CENSUS",2019,"YEAR","IDAHO",16,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","26,380","(H)"
"312","CENSUS",2019,"YEAR","IDAHO",16,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","100","(H)"
"313","CENSUS",2019,"YEAR","IDAHO",16,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","6","39.8"
"314","CENSUS",2019,"YEAR","IDAHO",16,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","26,380","59.6"
"315","CENSUS",2019,"YEAR","IDAHO",16,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","100","38.9"
"316","CENSUS",2019,"YEAR","ILLINOIS",17,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","24.6"
"317","CENSUS",2019,"YEAR","ILLINOIS",17,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"318","CENSUS",2019,"YEAR","ILLINOIS",17,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"319","CENSUS",2019,"YEAR","ILLINOIS",17,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"320","CENSUS",2019,"YEAR","ILLINOIS",17,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","24.6"
"321","CENSUS",2019,"YEAR","ILLINOIS",17,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"322","CENSUS",2019,"YEAR","ILLINOIS",17,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"323","CENSUS",2019,"YEAR","INDIANA",18,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","24.6"
"324","CENSUS",2019,"YEAR","INDIANA",18,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","288","56.2"
"325","CENSUS",2019,"YEAR","INDIANA",18,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","128,882","59.9"
"326","CENSUS",2019,"YEAR","INDIANA",18,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","288","56.2"
"327","CENSUS",2019,"YEAR","INDIANA",18,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","5","24.6"
"328","CENSUS",2019,"YEAR","INDIANA",18,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","128,882","59.9"
"329","CENSUS",2019,"YEAR","INDIANA",18,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","288","56.2"
"330","CENSUS",2019,"YEAR","IOWA",19,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","38"
"331","CENSUS",2019,"YEAR","IOWA",19,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","70","59.2"
"332","CENSUS",2019,"YEAR","IOWA",19,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32,295","66.6"
"333","CENSUS",2019,"YEAR","IOWA",19,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","70","59.2"
"334","CENSUS",2019,"YEAR","IOWA",19,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","8","38"
"335","CENSUS",2019,"YEAR","IOWA",19,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","32,295","66.6"
"336","CENSUS",2019,"YEAR","IOWA",19,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","70","59.2"
"337","CENSUS",2019,"YEAR","KANSAS",20,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","69.8"
"338","CENSUS",2019,"YEAR","KANSAS",20,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"339","CENSUS",2019,"YEAR","KANSAS",20,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"340","CENSUS",2019,"YEAR","KANSAS",20,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"341","CENSUS",2019,"YEAR","KANSAS",20,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","69.8"
"342","CENSUS",2019,"YEAR","KANSAS",20,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"343","CENSUS",2019,"YEAR","KANSAS",20,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"344","CENSUS",2019,"YEAR","KENTUCKY",21,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","43.9"
"345","CENSUS",2019,"YEAR","KENTUCKY",21,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","94.1"
"346","CENSUS",2019,"YEAR","KENTUCKY",21,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","12,387","75.2"
"347","CENSUS",2019,"YEAR","KENTUCKY",21,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","94.1"
"348","CENSUS",2019,"YEAR","KENTUCKY",21,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","4","43.9"
"349","CENSUS",2019,"YEAR","KENTUCKY",21,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","12,387","75.2"
"350","CENSUS",2019,"YEAR","KENTUCKY",21,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","40","94.1"
"351","CENSUS",2019,"YEAR","LOUISIANA",22,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","30.4"
"352","CENSUS",2019,"YEAR","LOUISIANA",22,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"353","CENSUS",2019,"YEAR","LOUISIANA",22,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"354","CENSUS",2019,"YEAR","LOUISIANA",22,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"355","CENSUS",2019,"YEAR","LOUISIANA",22,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","30.4"
"356","CENSUS",2019,"YEAR","LOUISIANA",22,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"357","CENSUS",2019,"YEAR","LOUISIANA",22,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"358","CENSUS",2019,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","15.7"
"359","CENSUS",2019,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","168","33.3"
"360","CENSUS",2019,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62,472","35.4"
"361","CENSUS",2019,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","168","33.4"
"362","CENSUS",2019,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","19","15.7"
"363","CENSUS",2019,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","62,472","36"
"364","CENSUS",2019,"YEAR","MAINE",23,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","168","33.8"
"365","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","15.7"
"366","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","158","33.3"
"367","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","50,234","35.4"
"368","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","158","33.4"
"369","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","15.7"
"370","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"371","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"372","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","","OPERATIONS WITH SALES","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","2","(H)"
"373","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","","SALES","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"374","CENSUS",2019,"YEAR","MARYLAND",24,"STRAWBERRIES","ORGANIC","","","SALES","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"375","CENSUS",2019,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","15.7"
"376","CENSUS",2019,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","485","33.3"
"377","CENSUS",2019,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","144,129","35.4"
"378","CENSUS",2019,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","485","33.4"
"379","CENSUS",2019,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","14","15.7"
"380","CENSUS",2019,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","144,129","36"
"381","CENSUS",2019,"YEAR","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","485","33.8"
"382","CENSUS",2019,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","24.6"
"383","CENSUS",2019,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","435","56.2"
"384","CENSUS",2019,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"385","CENSUS",2019,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","435","56.2"
"386","CENSUS",2019,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","30","24.6"
"387","CENSUS",2019,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"388","CENSUS",2019,"YEAR","MICHIGAN",26,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","435","56.2"
"389","CENSUS",2019,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","37.8"
"390","CENSUS",2019,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","73","47.9"
"391","CENSUS",2019,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29,986","55"
"392","CENSUS",2019,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","73","47.9"
"393","CENSUS",2019,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","13","37.8"
"394","CENSUS",2019,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","","SALES","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","29,986","55"
"395","CENSUS",2019,"YEAR","MINNESOTA",27,"STRAWBERRIES","ORGANIC","","SALES","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","73","47.9"
"396","CENSUS",2019,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","24.6"
"397","CENSUS",2019,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","PRODUCTION","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"398","CENSUS",2019,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","SALES","","","$","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"399","CENSUS",2019,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","SALES","","","CWT","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)"," (D)","(D)"
"400","CENSUS",2019,"YEAR","MISSOURI",29,"STRAWBERRIES","ORGANIC","","OPERATIONS WITH SALES","","","ORGANIC STATUS","ORGANIC STATUS: (NOP USDA CERTIFIED)","1","24.6"
